Var1,Var2,Var3,Var4,Var5,Var6,Var7
LSP01_Ssn003_Set004_Blk001_Trl029,13,17,50,0.4,1000,50
LSP01_Ssn003_Set004_Blk001_Trl030,14,21,50,0.4,1000,50
LSP01_Ssn003_Set004_Blk001_Trl031,15,25,50,0.4,1000,50
LSP01_Ssn003_Set004_Blk001_Trl032,16,29,50,0.4,1000,50
LSP01_Ssn003_Set004_Blk001_Trl033,9,1,50,0.5,1000,50
LSP01_Ssn003_Set004_Blk001_Trl034,10,5,50,0.5,1000,50
LSP01_Ssn003_Set004_Blk001_Trl035,11,9,50,0.5,1000,50
LSP01_Ssn003_Set004_Blk001_Trl036,12,13,50,0.5,1000,50
LSP01_Ssn003_Set005_Blk001_Trl037,13,17,50,0.5,1000,50
LSP01_Ssn003_Set006_Blk001_Trl039,15,25,50,0.5,1000,50
LSP01_Ssn003_Set006_Blk001_Trl040,16,29,50,0.5,1000,50
LSP01_Ssn003_Set007_Blk001_Trl001,9,1,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl002,10,5,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl003,11,9,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl004,12,13,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl005,13,17,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl006,14,21,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl007,15,25,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl008,16,29,50,0.2,1000,50
LSP01_Ssn003_Set007_Blk001_Trl009,9,1,50,0.2,1000,100
LSP01_Ssn003_Set007_Blk001_Trl010,10,5,50,0.2,1000,100
LSP01_Ssn003_Set007_Blk001_Trl011,11,9,50,0.2,1000,100
LSP01_Ssn003_Set008_Blk001_Trl004,12,13,50,0.2,1000,50
LSP01_Ssn003_Set008_Blk001_Trl005,13,17,50,0.2,1000,50
LSP01_Ssn003_Set008_Blk001_Trl006,14,21,50,0.2,1000,50
LSP01_Ssn003_Set008_Blk001_Trl007,15,25,50,0.2,1000,50
LSP01_Ssn003_Set008_Blk001_Trl008,16,29,50,0.2,1000,50
LSP01_Ssn003_Set009_Blk001_Trl009,9,1,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl010,10,5,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl011,11,9,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl012,12,13,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl013,13,17,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl014,14,21,50,0.2,1000,100
LSP01_Ssn003_Set009_Blk001_Trl015,15,25,50,0.2,1000,100
LSP01_Ssn003_Set010_Blk001_Trl016,16,29,50,0.2,1000,100
LSP01_Ssn003_Set010_Blk001_Trl017,9,1,50,0.2,1000,200
LSP01_Ssn003_Set011_Blk001_Trl019,11,9,50,0.2,1000,200
LSP01_Ssn003_Set011_Blk001_Trl020,12,13,50,0.2,1000,200
LSP01_Ssn003_Set011_Blk001_Trl021,13,17,50,0.2,1000,200
LSP01_Ssn003_Set012_Blk001_Trl023,15,25,50,0.2,1000,200
LSP01_Ssn003_Set012_Blk001_Trl024,16,29,50,0.2,1000,200
LSP01_Ssn003_Set012_Blk001_Trl025,9,1,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl026,10,5,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl027,11,9,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl028,12,13,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl029,13,17,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl030,14,21,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl031,15,25,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl032,16,29,50,0.2,1000,300
LSP01_Ssn003_Set013_Blk001_Trl033,9,1,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl034,10,5,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl035,11,9,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl036,12,13,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl037,13,17,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl038,14,21,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl039,15,25,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl040,16,29,50,0.2,1000,50
LSP01_Ssn003_Set013_Blk001_Trl041,9,1,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl042,10,5,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl043,11,9,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl044,12,13,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl045,13,17,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl046,14,21,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl047,15,25,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl048,16,29,50,0.2,2000,50
LSP01_Ssn003_Set013_Blk001_Trl049,9,1,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl050,10,5,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl051,11,9,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl052,12,13,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl053,13,17,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl054,14,21,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl055,15,25,50,0.2,5000,50
LSP01_Ssn003_Set013_Blk001_Trl056,16,29,50,0.2,5000,50
LSP01_Ssn003_Set014_Blk001_Trl001,17,1,50,0.2,1000,20
LSP01_Ssn003_Set014_Blk001_Trl002,18,5,50,0.2,1000,20
LSP01_Ssn003_Set014_Blk001_Trl003,19,9,50,0.2,1000,20
LSP01_Ssn003_Set014_Blk001_Trl004,20,13,50,0.2,1000,20
LSP01_Ssn003_Set015_Blk001_Trl005,21,17,50,0.2,1000,20
LSP01_Ssn003_Set015_Blk001_Trl006,22,21,50,0.2,1000,20
LSP01_Ssn003_Set015_Blk001_Trl007,23,25,50,0.2,1000,20
LSP01_Ssn003_Set015_Blk001_Trl008,24,29,50,0.2,1000,20
LSP01_Ssn003_Set015_Blk001_Trl009,17,1,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl010,18,5,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl011,19,9,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl012,20,13,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl013,21,17,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl014,22,21,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl015,23,25,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl016,24,29,50,0.2,1000,50
LSP01_Ssn003_Set015_Blk001_Trl017,17,1,50,0.2,1000,100
LSP01_Ssn003_Set015_Blk001_Trl018,18,5,50,0.2,1000,100
LSP01_Ssn003_Set015_Blk001_Trl019,19,9,50,0.2,1000,100
LSP01_Ssn003_Set016_Blk001_Trl004,20,13,50,0.2,1000,20
LSP01_Ssn003_Set016_Blk001_Trl005,21,17,50,0.2,1000,20
LSP01_Ssn003_Set017_Blk001_Trl012,20,13,50,0.2,1000,50
LSP01_Ssn003_Set017_Blk001_Trl013,21,17,50,0.2,1000,50
LSP01_Ssn003_Set017_Blk001_Trl014,22,21,50,0.2,1000,50
LSP01_Ssn003_Set017_Blk001_Trl015,23,25,50,0.2,1000,50
LSP01_Ssn003_Set017_Blk001_Trl016,24,29,50,0.2,1000,50
LSP01_Ssn003_Set017_Blk001_Trl017,17,1,50,0.2,1000,100
LSP01_Ssn003_Set018_Blk001_Trl011,19,9,50,0.2,1000,50
LSP01_Ssn003_Set018_Blk001_Trl012,20,13,50,0.2,1000,50
LSP01_Ssn003_Set019_Blk001_Trl014,22,21,50,0.2,1000,50
LSP01_Ssn003_Set019_Blk001_Trl015,23,25,50,0.2,1000,50
LSP01_Ssn003_Set019_Blk001_Trl016,24,29,50,0.2,1000,50
LSP01_Ssn003_Set020_Blk001_Trl017,17,1,50,0.2,1000,100
LSP01_Ssn003_Set021_Blk001_Trl019,19,9,50,0.2,1000,100
LSP01_Ssn003_Set021_Blk001_Trl020,20,13,50,0.2,1000,100
LSP01_Ssn003_Set021_Blk001_Trl021,21,17,50,0.2,1000,100
LSP01_Ssn003_Set022_Blk001_Trl023,23,25,50,0.2,1000,100
LSP01_Ssn003_Set023_Blk001_Trl025,17,1,50,0.2,1000,200
LSP01_Ssn003_Set024_Blk001_Trl026,18,5,50,0.2,1000,200
LSP01_Ssn003_Set024_Blk001_Trl027,19,9,50,0.2,1000,200
LSP01_Ssn003_Set024_Blk001_Trl028,20,13,50,0.2,1000,200
LSP01_Ssn003_Set024_Blk001_Trl029,21,17,50,0.2,1000,200
LSP01_Ssn003_Set025_Blk001_Trl030,22,21,50,0.2,1000,200
LSP01_Ssn003_Set025_Blk001_Trl031,23,25,50,0.2,1000,200
LSP01_Ssn003_Set025_Blk001_Trl032,24,29,50,0.2,1000,200
LSP01_Ssn003_Set025_Blk001_Trl033,17,1,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl034,18,5,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl035,19,9,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl036,20,13,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl037,21,17,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl038,22,21,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl039,23,25,50,0.2,1000,300
LSP01_Ssn003_Set025_Blk001_Trl040,24,29,50,0.2,1000,300
LSP01_Ssn003_Set026_Blk001_Trl001,9,1,500,0.2,1000,50
LSP01_Ssn003_Set026_Blk001_Trl002,9,1,1000,0.2,1000,50
LSP01_Ssn003_Set026_Blk001_Trl003,9,1,1500,0.2,1000,50
LSP01_Ssn003_Set026_Blk001_Trl004,9,1,2000,0.2,1000,50
LSP01_Ssn003_Set026_Blk001_Trl005,9,1,2500,0.2,1000,50
LSP01_Ssn003_Set026_Blk001_Trl006,9,1,3000,0.2,1000,50
LSP01_Ssn003_Set027_Blk001_Trl007,9,1,3500,0.2,1000,50
LSP01_Ssn003_Set028_Blk001_Trl008,9,1,4000,0.2,1000,50
LSP01_Ssn003_Set029_Blk001_Trl013,10,5,500,0.2,1000,50
LSP01_Ssn003_Set029_Blk001_Trl014,10,5,1000,0.2,1000,50
LSP01_Ssn003_Set029_Blk001_Trl015,10,5,1500,0.2,1000,50
LSP01_Ssn003_Set029_Blk001_Trl016,10,5,2000,0.2,1000,50
LSP01_Ssn003_Set030_Blk001_Trl017,10,5,2500,0.2,1000,50
LSP01_Ssn003_Set030_Blk001_Trl018,10,5,3000,0.2,1000,50
LSP01_Ssn003_Set030_Blk001_Trl019,10,5,3500,0.2,1000,50
LSP01_Ssn003_Set030_Blk001_Trl020,10,5,4000,0.2,1000,50
LSP01_Ssn003_Set031_Blk001_Trl025,11,9,500,0.2,1000,50
LSP01_Ssn003_Set031_Blk001_Trl026,11,9,1000,0.2,1000,50
LSP01_Ssn003_Set031_Blk001_Trl027,11,9,1500,0.2,1000,50
LSP01_Ssn003_Set031_Blk001_Trl028,11,9,2500,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl029,11,9,2500,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl030,11,9,3000,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl031,11,9,3500,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl032,11,9,4000,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl033,11,9,4500,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl034,11,9,5000,0.2,1000,50
LSP01_Ssn003_Set032_Blk001_Trl035,0,0,0,0,0,0
LSP01_Ssn003_Set033_Blk001_Trl037,12,13,500,0.2,1000,50
LSP01_Ssn003_Set033_Blk001_Trl038,12,13,1000,0.2,1000,50
LSP01_Ssn003_Set033_Blk001_Trl039,12,13,1500,0.2,1000,50
LSP01_Ssn003_Set033_Blk001_Trl040,12,13,2000,0.2,1000,50
LSP01_Ssn003_Set033_Blk001_Trl041,12,13,2500,0.2,1000,50
LSP01_Ssn003_Set033_Blk001_Trl042,12,13,3000,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl042,12,13,3000,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl043,12,13,3500,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl044,12,13,4000,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl045,12,13,4500,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl046,12,13,5000,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl047,12,13,5500,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl048,12,13,6000,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl049,13,17,500,0.2,1000,50
LSP01_Ssn003_Set034_Blk001_Trl050,13,17,1000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl051,13,17,1500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl052,13,17,2000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl053,13,17,2500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl054,13,17,3000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl055,13,17,3500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl056,13,17,4000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl057,13,17,4500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl058,13,17,5000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl059,13,17,5500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl060,13,17,6000,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl061,14,21,500,0.2,1000,50
LSP01_Ssn003_Set035_Blk001_Trl062,14,21,1000,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl063,14,21,1500,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl064,14,21,2000,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl065,14,21,2500,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl066,14,21,3000,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl067,14,21,3500,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl068,14,21,4000,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl069,14,21,4500,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl070,14,21,5000,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl071,14,21,5500,0.2,1000,50
LSP01_Ssn003_Set036_Blk001_Trl072,14,21,6000,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl073,15,25,500,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl074,15,25,1000,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl075,15,25,1500,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl076,15,25,2000,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl077,15,25,2500,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl078,15,25,3000,0.2,1000,50
LSP01_Ssn003_Set037_Blk001_Trl079,15,25,3500,0.2,1000,50
LSP01_Ssn003_Set039_Blk001_Trl085,16,29,500,0.2,1000,50
LSP01_Ssn003_Set039_Blk001_Trl086,16,29,1000,0.2,1000,50
LSP01_Ssn003_Set039_Blk001_Trl087,16,29,1500,0.2,1000,50
LSP01_Ssn003_Set039_Blk001_Trl088,16,29,2000,0.2,1000,50
LSP01_Ssn003_Set039_Blk001_Trl089,16,29,2500,0.2,1000,50
LSP01_Ssn003_Set040_Blk001_Trl001,25,33,50,0.1,1000,50
LSP01_Ssn003_Set040_Blk001_Trl002,26,37,50,0.1,1000,50
LSP01_Ssn003_Set040_Blk001_Trl003,27,41,50,0.1,1000,50
LSP01_Ssn003_Set040_Blk001_Trl004,28,45,50,0.1,1000,50
LSP01_Ssn003_Set041_Blk001_Trl005,29,49,50,0.1,1000,50
LSP01_Ssn003_Set041_Blk001_Trl006,30,53,50,0.1,1000,50
LSP01_Ssn003_Set041_Blk001_Trl007,31,57,50,0.1,1000,50
LSP01_Ssn003_Set041_Blk001_Trl008,32,61,50,0.1,1000,50
LSP01_Ssn003_Set041_Blk001_Trl009,25,33,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl010,26,37,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl011,27,41,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl012,28,45,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl013,29,49,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl014,30,53,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl015,31,57,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl016,32,61,50,0.2,1000,50
LSP01_Ssn003_Set041_Blk001_Trl017,25,33,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl018,26,37,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl019,27,41,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl020,28,45,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl021,29,49,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl022,30,53,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl023,31,57,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl024,32,61,50,0.3,1000,50
LSP01_Ssn003_Set041_Blk001_Trl025,25,33,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl026,26,37,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl027,27,41,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl028,28,45,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl029,29,49,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl030,30,53,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl031,31,57,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl032,32,61,50,0.4,1000,50
LSP01_Ssn003_Set041_Blk001_Trl033,25,33,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl034,26,37,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl035,27,41,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl036,28,45,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl037,29,49,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl038,30,53,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl039,31,57,50,0.5,1000,50
LSP01_Ssn003_Set041_Blk001_Trl040,32,61,50,0.5,1000,50
LSP01_Ssn003_Set042_Blk001_Trl001,25,33,50,0.2,2000,20
LSP01_Ssn003_Set042_Blk001_Trl002,26,37,50,0.2,2000,20
LSP01_Ssn003_Set042_Blk001_Trl003,27,41,50,0.2,2000,20
LSP01_Ssn003_Set043_Blk001_Trl004,28,45,50,0.2,2000,20
LSP01_Ssn003_Set043_Blk001_Trl005,29,49,50,0.2,2000,20
LSP01_Ssn003_Set044_Blk001_Trl006,30,53,50,0.2,2000,20
LSP01_Ssn003_Set044_Blk001_Trl007,31,57,50,0.2,2000,20
LSP01_Ssn003_Set044_Blk001_Trl008,32,61,50,0.2,2000,20
LSP01_Ssn003_Set044_Blk001_Trl009,25,33,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl010,26,37,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl011,27,41,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl012,28,45,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl013,29,49,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl014,30,53,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl015,31,57,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl016,32,61,50,0.2,2000,50
LSP01_Ssn003_Set044_Blk001_Trl017,25,33,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl018,26,37,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl019,27,41,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl020,28,45,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl021,29,49,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl022,30,53,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl023,31,57,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl024,32,61,50,0.2,2000,100
LSP01_Ssn003_Set044_Blk001_Trl025,25,33,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl026,26,37,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl027,27,41,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl028,28,45,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl029,29,49,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl030,30,53,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl031,31,57,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl032,32,61,50,0.2,2000,200
LSP01_Ssn003_Set044_Blk001_Trl033,25,33,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl034,26,37,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl035,27,41,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl036,28,45,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl037,29,49,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl038,30,53,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl039,31,57,50,0.2,2000,300
LSP01_Ssn003_Set044_Blk001_Trl040,32,61,50,0.2,2000,300
LSP01_Ssn003_Set045_Blk001_Trl001,26,37,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl002,0,0,0,0,0,0
LSP01_Ssn003_Set045_Blk001_Trl003,27,41,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl004,28,45,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl005,29,49,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl006,30,53,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl007,31,57,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl008,32,61,50,0.2,500,50
LSP01_Ssn003_Set045_Blk001_Trl009,25,33,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl010,26,37,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl011,27,41,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl012,28,45,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl013,29,49,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl014,30,53,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl015,31,57,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl016,32,61,50,0.2,1000,50
LSP01_Ssn003_Set045_Blk001_Trl017,25,33,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl018,26,37,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl019,27,41,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl020,28,45,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl021,29,49,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl022,30,53,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl023,31,57,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl024,32,61,50,0.2,2000,50
LSP01_Ssn003_Set045_Blk001_Trl025,25,33,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl026,26,37,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl027,27,41,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl028,28,45,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl029,29,49,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl030,30,53,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl031,31,57,50,0.2,5000,50
LSP01_Ssn003_Set045_Blk001_Trl032,32,61,50,0.2,5000,50
LSP01_Ssn003_Set046_Blk001_Trl001,14,21,1500,0.2,1000,100
LSP01_Ssn003_Set046_Blk001_Trl002,15,25,1500,0.2,1000,100
LSP01_Ssn003_Set046_Blk001_Trl003,16,29,1500,0.2,1000,100
LSP01_Ssn005_Set001_Blk001_Trl001,41,65,50,0.2,500,50
LSP01_Ssn005_Set001_Blk001_Trl002,42,69,50,0.2,500,50
LSP01_Ssn005_Set001_Blk001_Trl003,43,73,50,0.2,500,50
